Brooklyn Rolling Sales File.  All Sales From  September 2016 - August 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 09/11/17  Coop Sales File as of 09/08/17.,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 5/19/2017,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6461,341, ,B1,1119 SHORE PARKWAY, ,11214,2,0,2," 2,603 "," 2,898 ",1940,1,B1, -   ,10/14/16
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6462,139, ,B9,8880 BAY 16TH STREET, ,11214,2,0,2," 1,920 "," 2,280 ",1960,1,B9, -   ,5/11/17
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,101, ,B3,317 BAY 20TH STREET, ,11214,2,0,2," 2,562 "," 1,561 ",1945,1,B3," 150,000 ",5/19/17
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,119, ,B1,275 BAY 20TH   STREET, ,11214,2,0,2," 1,938 "," 1,650 ",1940,1,B1, -   ,3/30/17
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,159, ,B3,8874 19TH AVENUE, ,11214,2,0,2," 1,547 "," 1,584 ",1940,1,B3, -   ,4/20/17
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,168, ,B3,8892 19TH AVENUE, ,11214,2,0,2," 2,127 "," 1,610 ",1940,1,B3," 885,000 ",9/29/16
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,49, ,B1,1951 19TH LANE, ,11214,2,0,2," 2,310 "," 1,944 ",1940,1,B1, -   ,1/9/17
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,86, ,B3,8861 19TH   AVENUE, ,11214,2,0,2," 1,547 "," 1,320 ",1940,1,B3," 750,000 ",7/5/17
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,90, ,B3,8853 19TH AVENUE, ,11214,2,0,2," 1,740 "," 1,782 ",1940,1,B3, -   ,4/14/17
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,91, ,B3,8851 19TH AVENUE, ,11214,2,0,2," 1,740 "," 1,536 ",1940,1,B3, -   ,1/2/17
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6466,25, ,B9,8832 20TH   AVENUE, ,11214,2,0,2," 2,182 "," 1,869 ",1945,1,B9," 952,000 ",7/26/17
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6466,34, ,B9,8858 20 AVENUE, ,11214,2,0,2," 2,299 "," 1,869 ",1945,1,B9, 10 ,10/14/16
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6466,72, ,B3,231 BAY 22 STREET, ,11214,2,0,2," 2,178 "," 1,557 ",1945,1,B3, -   ,11/10/16
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6468,38, ,B9,1419 SHORE PARKWAY, ,11214,2,0,2," 2,090 "," 1,993 ",1945,1,B9," 165,000 ",10/7/16
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6468,69, ,B1,1920 19TH   LANE, ,11214,2,0,2," 1,520 "," 1,584 ",1945,1,B1," 780,000 ",9/28/16
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6480,35, ,B9,8982 15TH AVENUE, ,11228,2,0,2," 1,966 "," 2,070 ",1950,1,B9," 960,000 ",12/8/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6364,19, ,C0,53 BAY 13TH   STREET, ,11214,3,0,3," 2,167 "," 1,960 ",1899,1,C0, -   ,12/21/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6365,67, ,C0,8658 17TH   AVENUE, ,11214,3,0,3," 2,094 "," 2,352 ",1920,1,C0, -   ,11/8/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6366,13, ,C0,8665 17 AVENUE, ,11214,3,0,3," 1,933 "," 2,880 ",1920,1,C0," 990,000 ",3/3/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6370,77, ,C0,58 BAY 20TH   STREET, ,11214,3,0,3," 4,833 "," 2,748 ",1930,1,C0, -   ,11/2/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6370,85, ,C0,78 BAY 20TH STREET, ,11214,3,0,3," 2,978 "," 3,456 ",1930,1,C0, -   ,6/27/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6371,7, ,C0,1857 BENSON AVENUE, ,11214,3,0,3," 1,856 "," 2,375 ",1930,1,C0, -   ,10/3/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6371,31, ,C0,45 BAY 20TH   STREET, ,11214,3,0,3," 3,867 "," 4,096 ",1930,1,C0, -   ,11/2/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,23, ,C0,8667 19TH   AVENUE, ,11214,3,0,3," 2,658 "," 3,286 ",2009,1,C0, -   ,10/18/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,40, ,C0,8623 19TH   AVENUE, ,11214,3,0,3," 3,867 "," 3,277 ",1930,1,C0, -   ,5/11/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,40, ,C0,8623 19 AVENUE, ,11214,3,0,3," 3,867 "," 3,277 ",1930,1,C0, -   ,4/24/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,40, ,C0,8623 19TH   AVENUE, ,11214,3,0,3," 3,867 "," 3,277 ",1930,1,C0, -   ,3/9/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,80, ,C0,70 BAY 22ND STREET, ,11214,3,0,3," 4,947 "," 3,248 ",1930,1,C0," 1,600,000 ",12/15/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6373,62, ,C0,24 BAY 23RD STREET, ,11214,3,0,3," 3,867 "," 3,627 ",1930,1,C0," 1,470,000 ",3/28/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6373,64, ,C0,28 BAY 23RD   STREET, ,11214,3,0,3," 3,870 "," 3,643 ",1930,1,C0," 1,400,000 ",9/8/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6374,43, ,C0,19 BAY 23RD STREET, ,11214,3,0,3," 3,867 "," 3,785 ",1910,1,C0, -   ,4/4/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6374,60, ,C0,8620 20TH AVENUE, ,11214,3,0,3," 3,867 "," 3,075 ",1920,1,C0, -   ,5/4/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6376,18, ,C0,57 BAY 25 STREET, ,11214,3,0,3," 2,900 "," 2,272 ",1988,1,C0, -   ,10/6/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6376,25, ,C0,43 BAY 25TH STREET, ,11214,3,0,3," 3,867 "," 2,845 ",1910,1,C0, -   ,1/20/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6377,66, ,C0,8656 21ST   AVENUE, ,11214,3,0,3," 2,800 "," 3,141 ",1992,1,C0, -   ,10/28/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6379,12, ,C0,71 BAY 28TH   STREET, ,11214,3,0,3," 2,900 "," 7,242 ",2014,1,C0," 1,616,981 ",11/10/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6379,14, ,C0,67 BAY 28TH   STREET, ,11214,3,0,3," 2,900 ", -   ,2014,1,C0," 1,596,616 ",10/25/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6380,56, ,C0,8630 BAY PARKWAY, ,11214,3,0,3," 1,917 "," 3,078 ",1960,1,C0," 1,288,000 ",5/26/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6392,30, ,C0,111 BAY 7TH   STREET, ,11228,3,0,3," 2,280 "," 3,240 ",1930,1,C0," 600,000 ",4/8/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6392,45, ,C0,88 BAY 8TH   STREET, ,11228,3,0,3," 2,248 "," 2,970 ",1930,1,C0," 930,000 ",3/16/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6393,38, ,C0,91 BAY 8TH   STREET, ,11228,3,0,3," 2,296 "," 2,160 ",1940,1,C0," 985,000 ",9/20/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6394,30, ,C0,8709 15TH AVENUE, ,11228,3,0,3," 2,336 "," 2,160 ",1940,1,C0," 1,200,000 ",7/11/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6395,3, ,C0,1543 BATH AVENUE, ,11228,3,0,3," 2,500 "," 2,400 ",1930,1,C0," 1,150,000 ",12/15/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6395,49, ,C0,102 BAY 11TH  STREET, ,11228,3,0,3," 2,368 "," 2,480 ",1935,1,C0, -   ,6/8/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6399,14, ,C0,149 BAY 14TH STREET, ,11214,3,0,3," 3,360 "," 1,800 ",1930,1,C0, -   ,7/1/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6400,42, ,C0,8742 BAY 16TH STREET, ,11214,3,0,3," 3,867 "," 1,452 ",1899,1,C0," 998,000 ",2/6/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6400,42, ,C0,8742 BAY 16TH STREET, ,11214,3,0,3," 3,867 "," 1,452 ",1899,1,C0, -   ,12/22/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6406,15, ,C0,8721-8729 19TH   AVENUE, ,11214,3,0,3," 3,476 "," 6,170 ",1935,1,C0," 2,375,000 ",5/16/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6430,63, ,C0,220 BAY 13TH STREET, ,11214,3,0,3," 6,516 "," 3,112 ",1935,1,C0," 1,800,000 ",3/7/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6431,161, ,C0,208 BAY 14TH   STREET, ,11214,3,0,3," 2,552 "," 2,898 ",1960,1,C0, -   ,12/27/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6433,48, ,C0,8800 BAY 16TH STREET, ,11214,3,0,3," 3,383 "," 2,561 ",1920,1,C0, -   ,7/19/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6434,43, ,C0,184 BAY 17TH   STREET, ,11214,3,0,3," 1,933 "," 3,372 ",1899,1,C0, -   ,1/18/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6435,12, ,C0,209 BAY 17TH   STREET, ,11214,3,0,3," 1,938 "," 2,840 ",2016,1,C0," 1,456,097 ",3/23/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6435,13, ,C0,207 BAY 17TH   STREET, ,11214,3,0,3," 1,938 ", -   ,2015,1,C0," 1,476,462 ",3/21/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6435,21, ,C0,187 BAY 17TH   STREET, ,11214,3,0,3," 2,812 "," 4,215 ",1997,1,C0," 1,800,000 ",7/12/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6436,44, ,C0,196 BAY 19TH STREET, ,11214,3,0,3," 1,651 "," 2,508 ",1920,1,C0, -   ,12/5/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6438,23, ,C0,187 BAY 20TH STREET, ,11214,3,0,3," 1,933 "," 3,120 ",1901,1,C0, -   ,5/24/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6439,19, ,C0,8793 19TH   AVENUE, ,11214,3,0,3," 1,933 "," 3,213 ",1910,1,C0, 10 ,7/6/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6440,7, ,C0,1931 CROPSEY AVE, ,11214,3,0,3," 2,137 "," 3,013 ",1925,1,C0," 1,089,000 ",11/3/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6443,50, ,C0,202 BAY 26TH STREET, ,11214,3,0,3," 2,352 "," 2,510 ",1950,1,C0, -   ,3/3/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6443,50, ,C0,202 BAY 26TH   STREET, ,11214,3,0,3," 2,352 "," 2,510 ",1950,1,C0," 1,150,000 ",12/28/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6444,1, ,C0,8818 21ST AVENUE, ,11214,3,0,3," 3,007 "," 3,430 ",1975,1,C0, -   ,3/24/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6446,7, ,C0,219 BAY 28TH STREET, ,11214,3,0,3," 2,625 "," 3,661 ",1970,1,C0," 1,260,000 ",3/31/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6460,32, ,C0,8877 15TH   AVENUE, ,11228,3,0,3," 1,933 "," 3,162 ",1930,1,C0," 1,218,000 ",6/23/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6461,27, ,C0,239 BAY 14TH   STREET, ,11214,3,0,3," 1,562 "," 1,890 ",1940,1,C0, -   ,11/21/16
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6465,73, ,C0,8891 19TH AVENUE, ,11214,3,0,3," 2,523 "," 3,144 ",1940,1,C0," 1,730,000 ",1/18/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6468,43, ,C0,1407 SHORE PARKWAY, ,11214,3,0,3," 2,280 "," 3,261 ",1945,1,C0," 1,380,000 ",9/8/16
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6367,1014, ,R3,8657 BAY 16TH STREET,2B,11214,1,0,1, -   , -   ,0,1,R3," 515,000 ",6/27/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6370,1002, ,R3,1839 BENSON AVENUE,2,11214,1,0,1, -   , -   ,0,1,R3," 560,000 ",2/28/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6370,1209, ,R3,70 BAY 20TH   STREET,3C,11214,1,0,1, -   , -   ,2007,1,R3," 670,000 ",10/7/16
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6376,1004, ,R3,24 BAY 26TH   STREET,201,11214,1,0,1, -   , -   ,0,1,R3, -   ,3/30/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6376,1009, ,R3,22 BAY 26TH STREET,303,11214,1,0,1, -   , -   ,0,1,R3," 648,000 ",2/15/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6377,1008, ,R3,33 BAY 26TH   STREET,3B,11214,1,0,1, -   , -   ,2015,1,R3," 529,490 ",9/29/16
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6378,1105, ,R3,68 BAY 28TH   STREET,3A,11214,1,0,1, -   , -   ,2014,1,R3," 650,000 ",11/7/16
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6400,1105, ,R3,8726 BAY 16TH STREET,1A,11214,1,0,1, -   , -   ,2007,1,R3," 730,000 ",9/8/16
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6400,1118, ,R3,8730 BAY 16TH   STREET,2C,11214,1,0,1, -   , -   ,2007,1,R3," 610,000 ",4/10/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6400,1122, ,R3,8732 BAY 16TH   STREET,1D,11214,1,0,1, -   , -   ,2007,1,R3," 670,000 ",5/22/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6402,1207, ,R3,8746 18TH   AVENUE,1B,11214,1,0,1, -   , -   ,2007,1,R3, -   ,11/12/16
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6402,1217, ,R3,8750 18TH AVE,1D,11214,1,0,1, -   , -   ,2007,1,R3, -   ,2/6/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6405,1112, ,R3,165 BAY 20TH   STREET,1A,11214,1,0,1, -   , -   ,0,1,R3," 600,000 ",11/14/16
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6412,1015, ,R3,2120 BENSON AVENUE,3C,11214,1,0,1, -   , -   ,2006,1,R3," 550,000 ",5/1/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6424,1009, ,R3,8785 14TH   AVENUE,3A,11228,1,0,1, -   , -   ,2011,1,R3, -   ,9/21/16
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6424,1009, ,R3,8785 14TH   AVENUE,3A,11228,1,0,1, -   , -   ,2011,1,R3, -   ,9/2/16
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6434,1004, ,R3,8807 BAY 16TH STREET,2A,11214,1,0,1, -   , -   ,0,1,R3," 585,000 ",2/21/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6434,1026, ,R3,188 BAY 17TH   STREET,3E,11214,1,0,1, -   , -   ,2007,1,R3," 625,000 ",7/11/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6434,1032, ,R3,192 BAY 17TH   STREET,3F,11214,1,0,1, -   , -   ,2007,1,R3," 635,000 ",4/25/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6434,1037, ,R3,194 BAY 17 STREET,2G,11214,1,0,1, -   , -   ,2007,1,R3," 230,000 ",12/19/16
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6441,1006, ,R3,173 BAY 23 STREET,3B,11214,1,0,1, -   , -   ,2002,1,R3," 700,000 ",1/19/17
3,BATH BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,6394,61, ,V0,N/A BAY 10TH   STREET, ,11228,0,0,0," 1,680 ", -   ,0,1,V0, -   ,11/30/16
3,BATH BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,6394,62, ,V0,BAY 10TH   STREET, ,0,0,0,0," 1,460 ", -   ,0,1,V0," 250,000 ",11/30/16
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6365,11, ,C2,69 BAY 14TH STREET,6,11214,6,0,6," 3,466 "," 3,708 ",1910,2,C2," 500,000 ",8/29/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6372,59, ,C3,18 BAY 22,4,11214,4,0,4," 2,900 "," 3,520 ",1923,2,C3, -   ,8/8/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6373,21, ,C3,71 BAY 22ND STREET,4,11214,4,0,4," 2,610 "," 3,344 ",1925,2,C3, -   ,5/25/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2B,6400,47, ,C7,8754 BAY 16TH   STREET, ,11214,8,2,10," 6,767 "," 14,884 ",1999,2,C7," 3,850,000 ",9/20/16
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6404,20, ,C3,1814 BENSON AVENUE, ,11214,4,0,4," 2,400 "," 3,040 ",1927,2,C3, -   ,5/19/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6411,11, ,C2,151 BAY 26TH STREET,6,11214,6,0,6," 2,417 "," 5,250 ",1922,2,C2, 10 ,1/14/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2,6446,1, ,C1,2137-2153 CROPSEY AVENUE, ,11214,41,0,41," 14,125 "," 43,600 ",1921,2,C1, -   ,8/15/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6439,52, ,C6,"208 BAY 22ND   STREET, D3", ,11214,0,0,0, -   , -   ,1916,2,C6," 235,000 ",11/4/16
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"1265 SHORE PARKWAY, 2A", ,11214,0,0,0, -   , -   ,1949,2,C6," 44,000 ",10/12/16
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"8847 BAY 16TH STREET, C1", ,11214,0,0,0, -   , -   ,1949,2,C6," 180,000 ",11/3/16
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"262 BAY 17TH STREET, 2D", ,11214,0,0,0, -   , -   ,1949,2,C6," 335,000 ",1/10/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"248 BAY 17TH STREET, 1C", ,11214,0,0,0, -   , -   ,1949,2,C6," 239,000 ",2/13/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"8853 BAY 16TH STREET, 3B", ,11214,0,0,0, -   , -   ,1949,2,C6," 210,000 ",2/27/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"1259 SHORE PARKWAY, 2B", ,11214,0,0,0, -   , -   ,1949,2,C6," 210,000 ",4/13/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"8873 BAY 16TH STREET, D2", ,11214,0,0,0, -   , -   ,1949,2,C6," 320,000 ",5/10/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"1259 SHORE PARKWAY, 1A", ,11214,0,0,0, -   , -   ,1949,2,C6," 232,000 ",6/29/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6463,143, ,C6,"300 BAY 19TH STREET, A", ,11214,0,0,0, -   , -   ,1949,2,C6," 270,000 ",2/6/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6463,143, ,C6,"306 BAY 19TH STREET, A", ,11214,0,0,0, -   , -   ,1949,2,C6," 380,250 ",6/6/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6464,1, ,C6,"261 BAY 19TH STREET, A", ,11214,0,0,0, -   , -   ,1946,2,C6," 290,000 ",12/12/16
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6464,1, ,C6,"271 BAY 19TH STREET, B", ,11214,0,0,0, -   , -   ,1946,2,C6," 350,000 ",3/23/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6480,6, ,C6,"1013 SHORE PARKWAY, 1B01", ,11228,0,0,0, -   , -   ,1950,2,C6," 225,000 ",9/28/16
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6480,6, ,C6,"355 BAY 8TH STREET, 1B", ,11228,0,0,0, -   , -   ,1950,2,C6," 204,000 ",9/26/16
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6480,6, ,C6,"367 BAY 8TH STREET, 1B", ,11228,0,0,0, -   , -   ,1950,2,C6," 355,000 ",10/24/16
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6480,6, ,C6,"365 BAY 8TH STREET, 1B", ,11228,0,0,0, -   , -   ,1950,2,C6," 355,000 ",2/2/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6480,6, ,C6,"349 BAY 8TH STREET, 2B", ,11228,0,0,0, -   , -   ,1950,2,C6, -   ,2/10/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6480,6, ,C6,"1013 SHORE PARKWAY, 2B", ,11228,0,0,0, -   , -   ,1950,2,C6, -   ,5/12/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"1053 SHORE PARKWAY, 2B", ,11228,0,0,0, -   , -   ,1950,2,C6," 242,000 ",9/29/16
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"1533 INDEPENDENCE AVENUE, 2-B", ,11228,0,0,0, -   , -   ,1950,2,C6," 267,000 ",9/22/16
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"1075 SHORE PARKWAY, 1B", ,11228,0,0,0, -   , -   ,1950,2,C6," 309,000 ",10/18/16
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"8971 15TH AVENUE, 2B", ,11228,0,0,0, -   , -   ,1950,2,C6," 310,000 ",7/31/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"1543 INDEPENDENCE AVENUE, 2B", ,11228,0,0,0, -   , -   ,1950,2,C6," 291,573 ",8/22/17
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,6379,50, ,D4,"30 BAY 29TH STREET, 3-N", ,11214,0,0,0, -   , -   ,1960,2,D4," 365,000 ",12/20/16
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,6379,50, ,D4,"30 BAY 29TH STREET, 6L", ,11214,0,0,0, -   , -   ,1960,2,D4," 399,000 ",8/9/17
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,6439,49, ,D4,"200 BAY 22ND STREET, A2", ,11214,0,0,0, -   , -   ,1916,2,D4," 165,000 ",1/3/17
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,6447,1, ,D4,"8814 BAY PARKWAY, 5K", ,11214,0,0,0, -   , -   ,1928,2,D4," 160,000 ",1/17/17
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,6447,1, ,D4,"8814 BAY PARKWAY, 3E", ,11214,0,0,0, -   , -   ,1928,2,D4," 260,000 ",5/23/17
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS              ,2,6370,1320, ,R2,98 BAY 20TH STREET,3C,11214,1,0,1, -   , -   ,2012,2,R2," 475,000 ",4/10/17
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS              ,2,6402,1003, ,R2,8696 18TH   AVENUE,2A,11214,1,0,1, -   , -   ,0,2,R2," 560,000 ",5/10/17
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS            ,2,6405,1006, ,R4,145 BAY 20TH   STREET,6,11214,1,0,1, -   , -   ,0,2,R4," 290,000 ",5/23/17
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS            ,2,6414,1010, ,R4,8686 BAY PARKWAY,2F,11214,1,0,1, -   , -   ,0,2,R4, -   ,7/20/17
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS            ,2,6414,1031, ,R4,8686 BAY PARKWAY,6C,11214,1,0,1, -   , -   ,0,2,R4," 635,000 ",3/27/17
3,BATH BEACH,14 RENTALS - 4-10 UNIT                     ,2A,6429,42, ,S4,1572 BATH AVENUE, ,11228,4,1,5," 1,234 "," 2,093 ",1921,2,S4, -   ,6/8/17
3,BATH BEACH,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,6380,1002, ,R1,15 BAY 29 STREET,3B,11214,1,0,1, -   , -   ,2002,2,R1," 600,000 ",8/18/17
3,BATH BEACH,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,6441,1202, ,R1,189 BAY 23RD STREET,1B,11214,1,0,1, -   , -   ,2009,2,R1," 655,000 ",10/7/16
